2011 super output area - lower layer,mnemonic,All categories: Method of travel to work,Bicycle,On foot,per_Bicycle,per_Walk
Haringey 005B,E01002093,1239,18,38,0.016949153,0.035781544
Haringey 005C,E01002096,1106,19,43,0.017890772,0.040489642
Haringey 005D,E01002097,1105,8,63,0.007532957,0.059322034
Haringey 006A,E01002091,1212,13,29,0.012241055,0.027306968
Haringey 006B,E01002092,1219,9,43,0.008474576,0.040489642
Haringey 006C,E01002094,1070,14,33,0.013182674,0.031073446
Haringey 006D,E01002095,1132,16,34,0.015065913,0.032015066
Haringey 007A,E01002098,1083,32,39,0.030131827,0.036723164
Haringey 007B,E01002101,1507,26,43,0.024482109,0.040489642
Haringey 007C,E01002102,1502,22,69,0.020715631,0.064971751
Haringey 007D,E01002105,1654,20,77,0.018832392,0.072504708
Haringey 008A,E01002099,1496,9,65,0.008474576,0.061205273
Haringey 008B,E01002100,1421,15,50,0.014124294,0.047080979
Haringey 008C,E01002103,1429,18,49,0.016949153,0.04613936
Haringey 008D,E01002104,1086,15,62,0.014124294,0.058380414
Haringey 009A,E01001963,1298,53,56,0.049905838,0.052730697
Haringey 009B,E01001964,1272,36,42,0.033898305,0.039548023
Haringey 009C,E01001965,1205,51,45,0.048022599,0.042372881
Haringey 009D,E01001966,1131,39,49,0.036723164,0.04613936
Haringey 010A,E01002027,1192,23,37,0.02165725,0.034839925
Haringey 010B,E01002028,1398,39,45,0.036723164,0.042372881
Haringey 010C,E01002032,1363,17,72,0.016007533,0.06779661
Haringey 010D,E01002033,1384,23,77,0.02165725,0.072504708
Haringey 011A,E01001976,1180,29,38,0.027306968,0.035781544
Haringey 011B,E01001977,1126,21,43,0.019774011,0.040489642
Haringey 011C,E01001978,1385,23,51,0.02165725,0.048022599
Haringey 011D,E01001979,1610,21,55,0.019774011,0.051789077
Haringey 012A,E01002074,1426,15,54,0.014124294,0.050847458
Haringey 012B,E01002077,1486,14,84,0.013182674,0.079096045
Haringey 012C,E01002079,1179,31,59,0.029190207,0.055555556
Haringey 012D,E01002081,1328,13,42,0.012241055,0.039548023
Haringey 013A,E01002082,1073,12,40,0.011299435,0.037664783
Haringey 013B,E01002086,1239,39,46,0.036723164,0.043314501
Haringey 013C,E01002088,1437,38,53,0.035781544,0.049905838
Haringey 013D,E01002089,1057,6,34,0.005649718,0.032015066
Haringey 014A,E01001967,1207,33,51,0.031073446,0.048022599
Haringey 014B,E01001968,1428,43,68,0.040489642,0.064030132
Haringey 014C,E01001996,1220,51,43,0.048022599,0.040489642
Haringey 014D,E01001997,1290,45,63,0.042372881,0.059322034
Haringey 015A,E01002075,1289,14,50,0.013182674,0.047080979
Haringey 015B,E01002076,1388,12,56,0.011299435,0.052730697
Haringey 015C,E01002078,1657,26,50,0.024482109,0.047080979
Haringey 015D,E01002080,1256,13,33,0.012241055,0.031073446
Haringey 016A,E01002026,1195,6,79,0.005649718,0.074387947
Haringey 016B,E01002029,1368,23,82,0.02165725,0.077212806
Haringey 016C,E01002030,1294,30,50,0.028248588,0.047080979
Haringey 016D,E01002031,1574,44,69,0.041431262,0.064971751
Haringey 017A,E01001991,1233,45,46,0.042372881,0.043314501
Haringey 017B,E01001992,1241,46,58,0.043314501,0.054613936
Haringey 017C,E01001993,1142,64,52,0.060263653,0.048964218
Haringey 017D,E01001995,1667,48,78,0.04519774,0.073446328
Haringey 018A,E01001980,1463,45,47,0.042372881,0.044256121
Haringey 018B,E01001981,1332,40,56,0.037664783,0.052730697
Haringey 018C,E01001982,1351,53,61,0.049905838,0.057438795
Haringey 018D,E01001983,1237,49,49,0.04613936,0.04613936
Haringey 019A,E01002083,1153,30,41,0.028248588,0.038606403
Haringey 019B,E01002084,1272,45,47,0.042372881,0.044256121
Haringey 019C,E01002085,1676,58,38,0.054613936,0.035781544
Haringey 019D,E01002087,1268,27,46,0.025423729,0.043314501
Haringey 020B,E01002014,1407,77,56,0.072504708,0.052730697
Haringey 020C,E01002015,1159,60,60,0.056497175,0.056497175
Haringey 020D,E01002018,1021,46,54,0.043314501,0.050847458
Haringey 020E,E01033085,1473,56,45,0.052730697,0.042372881
Haringey 020F,E01033086,786,11,27,0.010357815,0.025423729
Haringey 021A,E01002020,1233,58,62,0.054613936,0.058380414
Haringey 021B,E01002022,1584,72,62,0.06779661,0.058380414
Haringey 021C,E01002023,1092,44,45,0.041431262,0.042372881
Haringey 021D,E01002025,1268,74,42,0.069679849,0.039548023
Haringey 022A,E01002013,1066,59,50,0.055555556,0.047080979
Haringey 022B,E01002019,1018,57,58,0.053672316,0.054613936
Haringey 022C,E01002021,1133,60,51,0.056497175,0.048022599
Haringey 022D,E01002024,963,40,65,0.037664783,0.061205273
Haringey 023A,E01001998,1726,64,83,0.060263653,0.078154426
Haringey 023B,E01001999,1652,92,81,0.086629002,0.076271186
Haringey 023C,E01002003,1674,31,89,0.029190207,0.083804143
Haringey 023D,E01002004,1538,70,75,0.065913371,0.070621469
Haringey 024A,E01002067,1293,36,50,0.033898305,0.047080979
Haringey 024B,E01002069,1544,22,72,0.020715631,0.06779661
Haringey 024C,E01002070,1538,56,64,0.052730697,0.060263653
Haringey 024D,E01002073,1315,29,66,0.027306968,0.062146893
Haringey 025A,E01002066,1328,15,48,0.014124294,0.04519774
Haringey 025B,E01002068,1480,64,35,0.060263653,0.032956685
Haringey 025C,E01002071,1158,19,40,0.017890772,0.037664783
Haringey 025D,E01002072,1467,27,39,0.025423729,0.036723164
Haringey 026A,E01002043,1539,68,76,0.064030132,0.071563089
Haringey 026B,E01002045,1684,37,62,0.034839925,0.058380414
Haringey 026C,E01002046,1257,21,49,0.019774011,0.04613936
Haringey 026D,E01002049,1405,45,39,0.042372881,0.036723164
Haringey 027A,E01002042,1183,49,46,0.04613936,0.043314501
Haringey 027B,E01002044,1435,65,61,0.061205273,0.057438795
Haringey 027C,E01002047,1394,70,47,0.065913371,0.044256121
Haringey 027D,E01002048,1525,74,56,0.069679849,0.052730697
Haringey 028A,E01002016,1543,80,75,0.075329567,0.070621469
Haringey 028B,E01002017,1469,88,86,0.082862524,0.080979284
Haringey 028C,E01002059,1255,73,47,0.06873823,0.044256121
Haringey 028D,E01002060,1403,101,68,0.095103578,0.064030132
Haringey 029A,E01002050,1083,24,89,0.02259887,0.083804143
Haringey 029B,E01002051,1286,36,73,0.033898305,0.06873823
Haringey 029C,E01002052,1112,15,94,0.014124294,0.088512241
Haringey 029D,E01002055,985,26,111,0.024482109,0.104519774
Haringey 030A,E01001994,1366,36,47,0.033898305,0.044256121
Haringey 030B,E01002008,1113,33,61,0.031073446,0.057438795
Haringey 030C,E01002010,1214,43,47,0.040489642,0.044256121
Haringey 030D,E01002011,1381,47,60,0.044256121,0.056497175
Haringey 031A,E01002000,1343,77,44,0.072504708,0.041431262
Haringey 031B,E01002001,1406,106,43,0.099811676,0.040489642
Haringey 031C,E01002002,1510,66,50,0.062146893,0.047080979
Haringey 031D,E01002058,1393,64,32,0.060263653,0.030131827
Haringey 032A,E01002053,1286,30,60,0.028248588,0.056497175
Haringey 032B,E01002054,1237,29,48,0.027306968,0.04519774
Haringey 032C,E01002056,1536,91,47,0.085687382,0.044256121
Haringey 032D,E01002057,1225,42,38,0.039548023,0.035781544
Haringey 033A,E01001984,1303,68,59,0.064030132,0.055555556
Haringey 033B,E01001985,1299,82,46,0.077212806,0.043314501
Haringey 033C,E01001987,1466,74,60,0.069679849,0.056497175
Haringey 033D,E01001989,1338,70,67,0.065913371,0.063088512
Haringey 034A,E01001986,1284,90,73,0.084745763,0.06873823
Haringey 034B,E01001988,1431,109,65,0.102636535,0.061205273
Haringey 034C,E01001990,1842,95,89,0.089453861,0.083804143
Haringey 034D,E01002062,1545,93,59,0.087570621,0.055555556
Haringey 035A,E01002005,1444,82,82,0.077212806,0.077212806
Haringey 035B,E01002006,1365,78,50,0.073446328,0.047080979
Haringey 035C,E01002007,1295,67,57,0.063088512,0.053672316
Haringey 035D,E01002009,1387,62,72,0.058380414,0.06779661
Haringey 036A,E01002061,1401,104,38,0.097928437,0.035781544
Haringey 036B,E01002063,1270,88,52,0.082862524,0.048964218
Haringey 036C,E01002064,1193,75,55,0.070621469,0.051789077
Haringey 036D,E01002065,1444,107,38,0.100753296,0.035781544
Haringey 037A,E01002034,1288,17,56,0.016007533,0.052730697
Haringey 037B,E01002038,1137,6,57,0.005649718,0.053672316
Haringey 037C,E01002041,1324,20,45,0.018832392,0.042372881
Haringey 037D,E01032575,1296,17,50,0.016007533,0.047080979
Islington 001A,E01002755,1012,43,64,0.040489642,0.060263653
Islington 001B,E01002756,1087,89,54,0.083804143,0.050847458
Islington 001C,E01002758,1186,48,55,0.04519774,0.051789077
Islington 001D,E01002804,1305,61,58,0.057438795,0.054613936
Islington 001E,E01002807,1366,69,127,0.064971751,0.119585687
Islington 001F,E01002811,1132,67,62,0.063088512,0.058380414
Islington 002A,E01002753,1154,54,78,0.050847458,0.073446328
Islington 002B,E01002754,1176,64,72,0.060263653,0.06779661
Islington 002C,E01002757,1088,44,55,0.041431262,0.051789077
Islington 002D,E01002759,1276,78,57,0.073446328,0.053672316
Islington 002E,E01002760,1135,34,63,0.032015066,0.059322034
Islington 002F,E01002772,1481,99,97,0.093220339,0.0913371
Islington 003A,E01002735,1351,92,81,0.086629002,0.076271186
Islington 003B,E01002805,1329,97,69,0.0913371,0.064971751
Islington 003C,E01002806,1274,100,66,0.094161959,0.062146893
Islington 003D,E01002808,1556,115,99,0.108286252,0.093220339
Islington 003E,E01002809,1300,80,91,0.075329567,0.085687382
Islington 003F,E01002810,1247,67,70,0.063088512,0.065913371
Islington 004A,E01002768,1289,64,89,0.060263653,0.083804143
Islington 004B,E01002770,1226,69,95,0.064971751,0.089453861
Islington 004C,E01002771,1157,75,73,0.070621469,0.06873823
Islington 004D,E01002773,1052,44,58,0.041431262,0.054613936
Islington 004E,E01002774,1704,102,110,0.096045198,0.103578154
Islington 005A,E01002732,1446,58,88,0.054613936,0.082862524
Islington 005B,E01002734,1180,27,89,0.025423729,0.083804143
Islington 005C,E01002736,1023,26,64,0.024482109,0.060263653
Islington 005D,E01002737,1369,49,86,0.04613936,0.080979284
Islington 005E,E01002751,1390,65,108,0.061205273,0.101694915
Islington 006A,E01002742,1271,132,72,0.124293785,0.06779661
Islington 006B,E01002747,1333,92,67,0.086629002,0.063088512
Islington 006C,E01002748,1142,54,58,0.050847458,0.054613936
Islington 006D,E01002749,972,68,74,0.064030132,0.069679849
Islington 006F,E01033493,1229,105,47,0.098870056,0.044256121
Islington 006G,E01033494,1236,114,68,0.107344633,0.064030132
Islington 007A,E01002730,1509,91,97,0.085687382,0.0913371
Islington 007B,E01002731,2108,151,114,0.142184557,0.107344633
Islington 007C,E01002733,1172,77,70,0.072504708,0.065913371
Islington 007D,E01002763,1201,64,69,0.060263653,0.064971751
Islington 008A,E01002769,1702,133,102,0.125235405,0.096045198
Islington 008B,E01002785,1497,146,85,0.13747646,0.080037665
Islington 008C,E01002788,1575,142,116,0.133709981,0.109227872
Islington 008D,E01002789,1538,156,96,0.146892655,0.09039548
Islington 009A,E01002738,1397,120,93,0.11299435,0.087570621
Islington 009B,E01002741,1104,74,56,0.069679849,0.052730697
Islington 009C,E01002743,1239,132,75,0.124293785,0.070621469
Islington 009D,E01002744,1205,122,83,0.114877589,0.078154426
Islington 009E,E01002752,1162,85,92,0.080037665,0.086629002
Islington 010A,E01002764,1359,74,101,0.069679849,0.095103578
Islington 010B,E01002783,1185,69,96,0.064971751,0.09039548
Islington 010C,E01002784,1353,80,103,0.075329567,0.096986817
Islington 010D,E01002786,1394,71,96,0.066854991,0.09039548
Islington 010E,E01002787,1369,70,127,0.065913371,0.119585687
Islington 011C,E01002762,1693,145,104,0.13653484,0.097928437
Islington 011D,E01002767,1628,89,122,0.083804143,0.114877589
Islington 011E,E01033486,830,52,62,0.048964218,0.058380414
Islington 011F,E01033487,1055,54,58,0.050847458,0.054613936
Islington 011G,E01033488,972,47,103,0.044256121,0.096986817
Islington 011H,E01033491,1449,106,106,0.099811676,0.099811676
Islington 011I,E01033492,1211,104,85,0.097928437,0.080037665
Islington 012A,E01002777,1378,155,86,0.145951036,0.080979284
Islington 012B,E01002778,1223,87,60,0.081920904,0.056497175
Islington 012C,E01002779,1563,155,76,0.145951036,0.071563089
Islington 012D,E01002781,1046,77,68,0.072504708,0.064030132
Islington 012E,E01002782,1058,63,53,0.059322034,0.049905838
Islington 013A,E01002739,1451,128,104,0.120527307,0.097928437
Islington 013B,E01002740,1461,132,115,0.124293785,0.108286252
Islington 013C,E01002745,1206,108,93,0.101694915,0.087570621
Islington 013D,E01002795,1643,101,151,0.095103578,0.142184557
Islington 013E,E01002796,889,80,94,0.075329567,0.088512241
Islington 014A,E01002716,1736,95,143,0.089453861,0.134651601
Islington 014B,E01002718,1417,130,171,0.122410546,0.161016949
Islington 014C,E01002721,1346,98,162,0.092278719,0.152542373
Islington 014D,E01002775,1229,116,99,0.109227872,0.093220339
Islington 014E,E01002776,1254,81,75,0.076271186,0.070621469
Islington 014F,E01002780,1327,143,80,0.134651601,0.075329567
Islington 015A,E01002708,1632,74,152,0.069679849,0.143126177
Islington 015B,E01002712,1562,65,137,0.061205273,0.129001883
Islington 015C,E01002713,1170,39,139,0.036723164,0.130885122
Islington 015D,E01002765,1958,78,143,0.073446328,0.134651601
Islington 015E,E01002766,1366,48,98,0.04519774,0.092278719
Islington 016A,E01002717,1033,55,86,0.051789077,0.080979284
Islington 016B,E01002719,1177,59,134,0.055555556,0.126177024
Islington 016C,E01002720,1671,60,142,0.056497175,0.133709981
Islington 016D,E01002790,1118,43,119,0.040489642,0.112052731
Islington 016E,E01002791,1255,66,139,0.062146893,0.130885122
Islington 016F,E01002793,1562,98,193,0.092278719,0.18173258
Islington 017A,E01002698,1745,130,222,0.122410546,0.209039548
Islington 017B,E01002699,1287,79,220,0.074387947,0.207156309
Islington 017C,E01002700,1196,134,144,0.126177024,0.13559322
Islington 017D,E01002714,1422,141,170,0.132768362,0.16007533
Islington 017E,E01002792,1559,115,225,0.108286252,0.211864407
Islington 018A,E01002722,1032,64,108,0.060263653,0.101694915
Islington 018B,E01002797,1539,103,196,0.096986817,0.184557439
Islington 018C,E01002798,1640,148,263,0.139359699,0.247645951
Islington 018D,E01002799,1381,67,173,0.063088512,0.162900188
Islington 018E,E01002800,742,13,107,0.012241055,0.100753296
Islington 019A,E01002694,1114,50,132,0.047080979,0.124293785
Islington 019B,E01002697,1643,42,165,0.039548023,0.155367232
Islington 019C,E01002709,1389,43,160,0.040489642,0.150659134
Islington 019D,E01002710,1238,46,165,0.043314501,0.155367232
Islington 019E,E01002715,1108,28,115,0.026365348,0.108286252
Islington 020A,E01002696,1535,108,272,0.101694915,0.256120527
Islington 020B,E01002794,1477,88,221,0.082862524,0.208097928
Islington 020C,E01002801,1299,105,257,0.098870056,0.241996234
Islington 020D,E01002802,1214,106,220,0.099811676,0.207156309
Islington 020E,E01002803,1731,81,309,0.076271186,0.290960452
Islington 021A,E01002695,1349,81,267,0.076271186,0.251412429
Islington 021B,E01002711,1698,103,220,0.096986817,0.207156309
Islington 021C,E01002727,1364,87,319,0.081920904,0.300376648
Islington 021D,E01002728,1440,40,133,0.037664783,0.125235405
Islington 021E,E01002729,1289,103,272,0.096986817,0.256120527
Islington 022B,E01002707,1482,74,277,0.069679849,0.260828625
Islington 022C,E01002723,1209,42,243,0.039548023,0.228813559
Islington 022D,E01002724,1795,66,554,0.062146893,0.52165725
Islington 022E,E01002725,1137,49,212,0.04613936,0.199623352
Islington 022F,E01002726,1362,101,306,0.095103578,0.288135593
Islington 022G,E01033489,1747,82,449,0.077212806,0.422787194
Islington 022H,E01033490,1463,51,328,0.048022599,0.308851224
Islington 023A,E01002701,1261,44,196,0.041431262,0.184557439
Islington 023B,E01002702,1554,54,262,0.050847458,0.246704331
Islington 023C,E01002703,1296,72,279,0.06779661,0.262711864
Islington 023D,E01002704,1764,68,412,0.064030132,0.387947269
Islington 023E,E01002706,1536,63,392,0.059322034,0.369114878
Kensington and Chelsea 001A,E01002852,1411,49,137,0.04613936,0.129001883
Kensington and Chelsea 001B,E01002853,837,17,77,0.016007533,0.072504708
Kensington and Chelsea 001C,E01002854,805,29,68,0.027306968,0.064030132
Kensington and Chelsea 001D,E01002855,1344,38,117,0.035781544,0.110169492
Kensington and Chelsea 001E,E01002857,1002,18,72,0.016949153,0.06779661
Kensington and Chelsea 002A,E01002904,879,24,68,0.02259887,0.064030132
Kensington and Chelsea 002B,E01002905,1188,32,100,0.030131827,0.094161959
Kensington and Chelsea 002C,E01002906,1251,49,97,0.04613936,0.0913371
Kensington and Chelsea 002D,E01002907,922,25,63,0.02354049,0.059322034
Kensington and Chelsea 003A,E01002876,1305,80,91,0.075329567,0.085687382
Kensington and Chelsea 003B,E01002877,1222,50,89,0.047080979,0.083804143
Kensington and Chelsea 003C,E01002878,1321,59,107,0.055555556,0.100753296
Kensington and Chelsea 003D,E01002908,1066,59,91,0.055555556,0.085687382
Kensington and Chelsea 003E,E01002909,1795,98,128,0.092278719,0.120527307
Kensington and Chelsea 004A,E01002829,1251,46,122,0.043314501,0.114877589
Kensington and Chelsea 004B,E01002830,1444,87,118,0.081920904,0.111111111
Kensington and Chelsea 004C,E01002831,1599,80,149,0.075329567,0.140301318
Kensington and Chelsea 004D,E01002832,1375,67,122,0.063088512,0.114877589
Kensington and Chelsea 004E,E01002856,1490,75,116,0.070621469,0.109227872
Kensington and Chelsea 005A,E01002870,1064,40,81,0.037664783,0.076271186
Kensington and Chelsea 005B,E01002872,1016,43,95,0.040489642,0.089453861
Kensington and Chelsea 005C,E01002879,1155,39,87,0.036723164,0.081920904
Kensington and Chelsea 005D,E01002880,1142,30,80,0.028248588,0.075329567
Kensington and Chelsea 005E,E01002881,1039,53,90,0.049905838,0.084745763
Kensington and Chelsea 006A,E01002882,1027,42,74,0.039548023,0.069679849
Kensington and Chelsea 006B,E01002883,1395,40,111,0.037664783,0.104519774
Kensington and Chelsea 006C,E01002884,1219,35,94,0.032956685,0.088512241
Kensington and Chelsea 006D,E01002885,1349,36,126,0.033898305,0.118644068
Kensington and Chelsea 006E,E01002886,1230,61,73,0.057438795,0.06873823
Kensington and Chelsea 007A,E01002833,1206,76,86,0.071563089,0.080979284
Kensington and Chelsea 007B,E01002871,1302,44,93,0.041431262,0.087570621
Kensington and Chelsea 007C,E01002873,1045,33,74,0.031073446,0.069679849
Kensington and Chelsea 007D,E01002874,1135,40,70,0.037664783,0.065913371
Kensington and Chelsea 007E,E01002875,1075,45,77,0.042372881,0.072504708
Kensington and Chelsea 008A,E01002824,1199,48,79,0.04519774,0.074387947
Kensington and Chelsea 008B,E01002825,1486,37,104,0.034839925,0.097928437
Kensington and Chelsea 008C,E01002826,1263,52,144,0.048964218,0.13559322
Kensington and Chelsea 008D,E01002827,1462,55,115,0.051789077,0.108286252
Kensington and Chelsea 008E,E01002828,1063,30,56,0.028248588,0.052730697
Kensington and Chelsea 009A,E01002864,1042,20,35,0.018832392,0.032956685
Kensington and Chelsea 009B,E01002866,1417,58,95,0.054613936,0.089453861
Kensington and Chelsea 009C,E01002867,1593,42,123,0.039548023,0.115819209
Kensington and Chelsea 009D,E01002868,1272,42,69,0.039548023,0.064971751
Kensington and Chelsea 009E,E01002869,1217,38,75,0.035781544,0.070621469
Kensington and Chelsea 010A,E01002887,1192,36,90,0.033898305,0.084745763
Kensington and Chelsea 010B,E01002889,1036,17,106,0.016007533,0.099811676
Kensington and Chelsea 010C,E01002890,1277,44,76,0.041431262,0.071563089
Kensington and Chelsea 010D,E01002891,1172,41,100,0.038606403,0.094161959
Kensington and Chelsea 010E,E01002892,1544,34,175,0.032015066,0.164783427
Kensington and Chelsea 011A,E01002813,1376,57,96,0.053672316,0.09039548
Kensington and Chelsea 011B,E01002815,1160,30,77,0.028248588,0.072504708
Kensington and Chelsea 011C,E01002816,1073,41,78,0.038606403,0.073446328
Kensington and Chelsea 011D,E01002817,1215,32,92,0.030131827,0.086629002
Kensington and Chelsea 011E,E01002865,1010,18,47,0.016949153,0.044256121
Kensington and Chelsea 012A,E01002818,1685,31,229,0.029190207,0.215630885
Kensington and Chelsea 012B,E01002819,1309,23,117,0.02165725,0.110169492
Kensington and Chelsea 012C,E01002859,1332,31,150,0.029190207,0.141242938
